URI,label,split
id26_0005.mp4,REAL,train
id45_0007.mp4,REAL,train
id44_0004.mp4,REAL,train
id61_0004.mp4,REAL,train
id37_0003.mp4,REAL,train
id45_0006.mp4,REAL,train
id51_0006.mp4,REAL,train
id49_0000.mp4,REAL,train
id21_0001.mp4,REAL,train
id38_0003.mp4,REAL,train
id4_0000.mp4,REAL,train
id34_0009.mp4,REAL,train
id16_0001.mp4,REAL,train
id54_0005.mp4,REAL,train
id41_0006.mp4,REAL,train
id36_0006.mp4,REAL,train
id33_0006.mp4,REAL,train
id51_0001.mp4,REAL,train
id9_0002.mp4,REAL,train
id3_0009.mp4,REAL,train
id17_0009.mp4,REAL,train
id59_0001.mp4,REAL,train
id52_0004.mp4,REAL,train
id55_0009.mp4,REAL,train
id9_0008.mp4,REAL,train
id32_0008.mp4,REAL,train
id50_0005.mp4,REAL,train
id5_0002.mp4,REAL,train
id11_0003.mp4,REAL,train
id56_0005.mp4,REAL,train
id2_0001.mp4,REAL,train
id61_0000.mp4,REAL,train
id44_0003.mp4,REAL,train
id51_0004.mp4,REAL,train
id48_0009.mp4,REAL,train
id54_0008.mp4,REAL,train
id43_0006.mp4,REAL,train
id13_0015.mp4,REAL,train
id57_0003.mp4,REAL,train
id31_0007.mp4,REAL,train
id1_0000.mp4,REAL,train
id45_0001.mp4,REAL,train
id30_0007.mp4,REAL,train
id35_0007.mp4,REAL,train
id31_0006.mp4,REAL,train
id28_0009.mp4,REAL,train
id60_0006.mp4,REAL,train
id13_0005.mp4,REAL,train
id6_0006.mp4,REAL,train
id16_0008.mp4,REAL,train
id38_0000.mp4,REAL,train
id30_0003.mp4,REAL,train
id0_0009.mp4,REAL,train
id27_0009.mp4,REAL,train
id6_0005.mp4,REAL,train
id11_0001.mp4,REAL,train
id27_0007.mp4,REAL,train
id61_0002.mp4,REAL,train
id41_0004.mp4,REAL,train
id19_0004.mp4,REAL,train
id16_0013.mp4,REAL,train
id30_0000.mp4,REAL,train
id6_0001.mp4,REAL,train
id39_0008.mp4,REAL,train
id38_0002.mp4,REAL,train
id20_0006.mp4,REAL,train
id25_0009.mp4,REAL,train
id26_0007.mp4,REAL,train
id44_0001.mp4,REAL,train
id23_0003.mp4,REAL,train
id2_0000.mp4,REAL,train
id41_0008.mp4,REAL,train
id16_0002.mp4,REAL,train
id58_0003.mp4,REAL,train
id20_0000.mp4,REAL,train
id8_0001.mp4,REAL,train
id44_0002.mp4,REAL,train
id17_0005.mp4,REAL,train
id0_0002.mp4,REAL,train
id22_0000.mp4,REAL,train
id50_0008.mp4,REAL,train
id33_0002.mp4,REAL,train
id57_0008.mp4,REAL,train
id19_0002.mp4,REAL,train
id61_0001.mp4,REAL,train
id46_0007.mp4,REAL,train
id54_0007.mp4,REAL,train
id0_0000.mp4,REAL,train
id48_0000.mp4,REAL,train
id10_0002.mp4,REAL,train
id12_0003.mp4,REAL,train
id50_0007.mp4,REAL,train
id37_0004.mp4,REAL,train
id61_0006.mp4,REAL,train
id7_0003.mp4,REAL,train
id42_0003.mp4,REAL,train
id51_0000.mp4,REAL,train
id19_0006.mp4,REAL,train
id57_0004.mp4,REAL,train
id59_0007.mp4,REAL,train
id10_0009.mp4,REAL,train
id48_0006.mp4,REAL,train
id47_0008.mp4,REAL,train
id21_0007.mp4,REAL,train
id13_0013.mp4,REAL,train
id3_0002.mp4,REAL,train
id28_0006.mp4,REAL,train
id43_0004.mp4,REAL,train
id7_0007.mp4,REAL,train
id54_0003.mp4,REAL,train
id1_0002.mp4,REAL,train
id60_0005.mp4,REAL,train
id17_0007.mp4,REAL,train
id26_0002.mp4,REAL,train
id50_0009.mp4,REAL,train
id37_0001.mp4,REAL,train
id5_0005.mp4,REAL,train
id25_0010.mp4,REAL,train
id20_0009.mp4,REAL,train
id30_0009.mp4,REAL,train
id42_0004.mp4,REAL,train
id23_0006.mp4,REAL,train
id8_0006.mp4,REAL,train
id9_0003.mp4,REAL,train
id34_0001.mp4,REAL,train
id17_0008.mp4,REAL,train
id38_0001.mp4,REAL,train
id43_0003.mp4,REAL,train
id11_0007.mp4,REAL,train
id34_0007.mp4,REAL,train
id27_0006.mp4,REAL,train
id21_0003.mp4,REAL,train
id8_0008.mp4,REAL,train
id47_0001.mp4,REAL,train
id57_0000.mp4,REAL,train
id41_0007.mp4,REAL,train
id35_0000.mp4,REAL,train
id40_0009.mp4,REAL,train
id41_0009.mp4,REAL,train
id9_0007.mp4,REAL,train
id28_0007.mp4,REAL,train
id28_0003.mp4,REAL,train
id49_0006.mp4,REAL,train
id16_0009.mp4,REAL,train
id26_0004.mp4,REAL,train
id11_0010.mp4,REAL,train
id37_0008.mp4,REAL,train
id52_0009.mp4,REAL,train
id5_0003.mp4,REAL,train
id8_0005.mp4,REAL,train
id57_0007.mp4,REAL,train
id49_0001.mp4,REAL,train
id55_0005.mp4,REAL,train
id24_0001.mp4,REAL,train
id60_0002.mp4,REAL,train
id51_0007.mp4,REAL,train
id10_0004.mp4,REAL,train
id49_0003.mp4,REAL,train
id44_0000.mp4,REAL,train
id49_0005.mp4,REAL,train
id60_0004.mp4,REAL,train
id54_0004.mp4,REAL,train
id23_0000.mp4,REAL,train
id25_0005.mp4,REAL,train
id51_0008.mp4,REAL,train
id33_0005.mp4,REAL,train
id47_0000.mp4,REAL,train
id21_0004.mp4,REAL,train
id30_0002.mp4,REAL,train
id48_0004.mp4,REAL,train
id40_0001.mp4,REAL,train
id37_0000.mp4,REAL,train
id53_0002.mp4,REAL,train
id60_0009.mp4,REAL,train
id56_0000.mp4,REAL,train
id29_0004.mp4,REAL,train
id46_0005.mp4,REAL,train
id5_0007.mp4,REAL,train
id49_0004.mp4,REAL,train
id23_0002.mp4,REAL,train
id50_0001.mp4,REAL,train
id13_0009.mp4,REAL,train
id16_0005.mp4,REAL,train
id32_0000.mp4,REAL,train
id5_0009.mp4,REAL,train
id50_0002.mp4,REAL,train
id25_0001.mp4,REAL,train
id50_0003.mp4,REAL,train
id53_0003.mp4,REAL,train
id13_0014.mp4,REAL,train
id35_0009.mp4,REAL,train
id43_0000.mp4,REAL,train
id31_0000.mp4,REAL,train
id48_0005.mp4,REAL,train
id38_0008.mp4,REAL,train
id4_0003.mp4,REAL,train
id43_0009.mp4,REAL,train
id45_0008.mp4,REAL,train
id59_0005.mp4,REAL,train
id30_0004.mp4,REAL,train
id40_0000.mp4,REAL,train
id61_0009.mp4,REAL,train
id35_0004.mp4,REAL,train
id16_0006.mp4,REAL,train
id11_0002.mp4,REAL,train
id5_0001.mp4,REAL,train
id24_0005.mp4,REAL,train
id40_0005.mp4,REAL,train
id21_0005.mp4,REAL,train
id54_0001.mp4,REAL,train
id58_0006.mp4,REAL,train
id26_0008.mp4,REAL,train
id24_0002.mp4,REAL,train
id56_0001.mp4,REAL,train
id47_0002.mp4,REAL,train
id46_0000.mp4,REAL,train
id49_0007.mp4,REAL,train
id13_0006.mp4,REAL,train
id52_0002.mp4,REAL,train
id30_0001.mp4,REAL,test
id3_0000.mp4,REAL,test
id38_0007.mp4,REAL,test
id13_0011.mp4,REAL,test
id0_0007.mp4,REAL,test
id51_0005.mp4,REAL,test
id39_0007.mp4,REAL,test
id6_0004.mp4,REAL,test
id19_0000.mp4,REAL,test
id56_0007.mp4,REAL,test
id51_0009.mp4,REAL,test
id40_0003.mp4,REAL,test
id25_0004.mp4,REAL,test
id25_0008.mp4,REAL,test
id20_0004.mp4,REAL,test
id35_0003.mp4,REAL,test
id17_0003.mp4,REAL,test
id37_0007.mp4,REAL,test
id13_0002.mp4,REAL,test
id1_0006.mp4,REAL,test
id20_0005.mp4,REAL,test
id8_0002.mp4,REAL,test
id25_0007.mp4,REAL,test
id39_0009.mp4,REAL,test
id55_0004.mp4,REAL,test
id30_0006.mp4,REAL,test
id32_0009.mp4,REAL,test
id9_0000.mp4,REAL,test
id59_0009.mp4,REAL,test
id10_0006.mp4,REAL,test
id58_0009.mp4,REAL,test
id55_0007.mp4,REAL,test
id12_0005.mp4,REAL,test
id0_0001.mp4,REAL,test
id34_0008.mp4,REAL,test
id6_0008.mp4,REAL,test
id52_0001.mp4,REAL,test
id36_0005.mp4,REAL,test
id8_0009.mp4,REAL,test
id32_0002.mp4,REAL,test
id48_0008.mp4,REAL,test
id43_0005.mp4,REAL,test
id0_0004.mp4,REAL,test
id45_0002.mp4,REAL,test
id55_0006.mp4,REAL,test
id7_0002.mp4,REAL,test
id53_0001.mp4,REAL,test
id35_0006.mp4,REAL,test
id4_0004.mp4,REAL,test
id24_0007.mp4,REAL,test
id54_0006.mp4,REAL,test
id5_0004.mp4,REAL,test
id20_0001.mp4,REAL,test
id20_0003.mp4,REAL,test
id55_0002.mp4,REAL,test
id1_0001.mp4,REAL,test
id1_0009.mp4,REAL,test
id13_0007.mp4,REAL,test
id33_0009.mp4,REAL,test
id6_0000.mp4,REAL,test
id54_0002.mp4,REAL,test
id7_0005.mp4,REAL,test
id39_0006.mp4,REAL,test
id3_0004.mp4,REAL,test
id26_0001.mp4,REAL,test
id21_0000.mp4,REAL,test
id22_0005.mp4,REAL,test
id39_0002.mp4,REAL,test
id37_0002.mp4,REAL,test
id16_0012.mp4,REAL,test
id0_0003.mp4,REAL,test
id30_0008.mp4,REAL,test
id55_0001.mp4,REAL,test
id3_0001.mp4,REAL,test
id41_0001.mp4,REAL,test
id39_0001.mp4,REAL,test
id61_0007.mp4,REAL,test
id29_0007.mp4,REAL,test
id59_0003.mp4,REAL,test
id8_0003.mp4,REAL,test
id10_0005.mp4,REAL,test
id56_0002.mp4,REAL,test
id23_0008.mp4,REAL,test
id24_0003.mp4,REAL,test
id16_0004.mp4,REAL,test
id7_0001.mp4,REAL,test
id25_0006.mp4,REAL,test
id52_0003.mp4,REAL,test
id57_0005.mp4,REAL,test
id58_0004.mp4,REAL,test
id60_0007.mp4,REAL,test
id28_0004.mp4,REAL,test
id19_0009.mp4,REAL,test
id50_0000.mp4,REAL,test
id27_0001.mp4,REAL,test
id43_0007.mp4,REAL,test
id39_0005.mp4,REAL,test
id1_0003.mp4,REAL,test
id23_0001.mp4,REAL,test
id25_0000.mp4,REAL,test
id26_0009.mp4,REAL,test
id1_0008.mp4,REAL,test
id36_0001.mp4,REAL,test
id3_0006.mp4,REAL,test
id17_0002.mp4,REAL,test
id17_0006.mp4,REAL,test
id55_0000.mp4,REAL,test
id29_0003.mp4,REAL,test
id56_0003.mp4,REAL,test
id9_0006.mp4,REAL,test
id36_0007.mp4,REAL,test
id52_0000.mp4,REAL,test
id48_0007.mp4,REAL,test
id13_0010.mp4,REAL,test
id24_0004.mp4,REAL,test
id51_0003.mp4,REAL,test
id16_0007.mp4,REAL,test
id27_0004.mp4,REAL,test
id37_0009.mp4,REAL,test
id29_0001.mp4,REAL,test
id48_0001.mp4,REAL,test
id40_0004.mp4,REAL,test
id1_0004.mp4,REAL,test
id53_0009.mp4,REAL,test
id59_0004.mp4,REAL,test
id19_0001.mp4,REAL,test
id55_0003.mp4,REAL,test
id50_0006.mp4,REAL,test
id12_0006.mp4,REAL,test
id40_0007.mp4,REAL,test
id35_0008.mp4,REAL,test
id53_0006.mp4,REAL,test
id58_0001.mp4,REAL,test
id23_0009.mp4,REAL,test
id38_0005.mp4,REAL,test
id17_0000.mp4,REAL,test
id22_0002.mp4,REAL,test
id33_0003.mp4,REAL,test
id47_0003.mp4,REAL,test
id49_0002.mp4,REAL,test
id56_0006.mp4,REAL,test
id0_0005.mp4,REAL,test
id45_0003.mp4,REAL,test
id11_0006.mp4,REAL,test
id46_0006.mp4,REAL,test
id1_0007.mp4,REAL,test
id47_0005.mp4,REAL,test
id4_0001.mp4,REAL,test
id51_0002.mp4,REAL,test
id12_0000.mp4,REAL,test
id58_0000.mp4,REAL,test
id29_0009.mp4,REAL,test
id31_0005.mp4,REAL,test
id2_0008.mp4,REAL,test
id26_0003.mp4,REAL,test
id60_0003.mp4,REAL,test
id42_0002.mp4,REAL,test
id22_0003.mp4,REAL,test
id27_0000.mp4,REAL,test
id27_0008.mp4,REAL,test
id37_0005.mp4,REAL,test
id2_0004.mp4,REAL,test
id24_0006.mp4,REAL,test
id8_0007.mp4,REAL,test
id36_0008.mp4,REAL,test
id13_0000.mp4,REAL,test
id20_0008.mp4,REAL,test
id10_0007.mp4,REAL,test
id31_0003.mp4,REAL,test
id4_0002.mp4,REAL,test
id25_0003.mp4,REAL,test
id34_0006.mp4,REAL,test
id5_0006.mp4,REAL,test
id49_0009.mp4,REAL,test
id13_0003.mp4,REAL,test
id46_0001.mp4,REAL,test
id26_0006.mp4,REAL,test
id11_id7_0010.mp4,FAKE,train
id53_id55_0005.mp4,FAKE,train
id42_id40_0003.mp4,FAKE,train
id20_id29_0005.mp4,FAKE,train
id52_id49_0001.mp4,FAKE,train
id10_id12_0002.mp4,FAKE,train
id20_id23_0007.mp4,FAKE,train
id23_id27_0003.mp4,FAKE,train
id45_id44_0008.mp4,FAKE,train
id56_id55_0008.mp4,FAKE,train
id46_id42_0007.mp4,FAKE,train
id12_id10_0005.mp4,FAKE,train
id35_id16_0001.mp4,FAKE,train
id41_id46_0004.mp4,FAKE,train
id58_id57_0006.mp4,FAKE,train
id43_id41_0007.mp4,FAKE,train
id45_id46_0000.mp4,FAKE,train
id53_id54_0000.mp4,FAKE,train
id31_id38_0006.mp4,FAKE,train
id5_id59_0004.mp4,FAKE,train
id11_id7_0003.mp4,FAKE,train
id9_id37_0006.mp4,FAKE,train
id17_id9_0009.mp4,FAKE,train
id23_id26_0001.mp4,FAKE,train
id45_id39_0001.mp4,FAKE,train
id5_id60_0001.mp4,FAKE,train
id3_id31_0007.mp4,FAKE,train
id16_id31_0010.mp4,FAKE,train
id52_id53_0002.mp4,FAKE,train
id27_id28_0006.mp4,FAKE,train
id45_id48_0002.mp4,FAKE,train
id4_id20_0003.mp4,FAKE,train
id12_id7_0004.mp4,FAKE,train
id41_id44_0002.mp4,FAKE,train
id42_id48_0002.mp4,FAKE,train
id11_id7_0006.mp4,FAKE,train
id48_id39_0001.mp4,FAKE,train
id25_id20_0002.mp4,FAKE,train
id25_id19_0003.mp4,FAKE,train
id43_id48_0004.mp4,FAKE,train
id12_id10_0006.mp4,FAKE,train
id0_id17_0001.mp4,FAKE,train
id25_id27_0008.mp4,FAKE,train
id29_id26_0009.mp4,FAKE,train
id49_id51_0000.mp4,FAKE,train
id34_id28_0008.mp4,FAKE,train
id48_id42_0000.mp4,FAKE,train
id30_id29_0008.mp4,FAKE,train
id35_id6_0000.mp4,FAKE,train
id57_id54_0007.mp4,FAKE,train
id28_id35_0001.mp4,FAKE,train
id50_id53_0000.mp4,FAKE,train
id42_id39_0003.mp4,FAKE,train
id21_id9_0005.mp4,FAKE,train
id6_id3_0000.mp4,FAKE,train
id34_id31_0005.mp4,FAKE,train
id27_id28_0007.mp4,FAKE,train
id19_id21_0007.mp4,FAKE,train
id1_id28_0007.mp4,FAKE,train
id57_id58_0004.mp4,FAKE,train
id6_id26_0005.mp4,FAKE,train
id21_id23_0001.mp4,FAKE,train
id61_id60_0002.mp4,FAKE,train
id3_id37_0001.mp4,FAKE,train
id33_id30_0008.mp4,FAKE,train
id43_id44_0001.mp4,FAKE,train
id10_id12_0005.mp4,FAKE,train
id26_id24_0001.mp4,FAKE,train
id59_id60_0000.mp4,FAKE,train
id21_id30_0008.mp4,FAKE,train
id5_id61_0008.mp4,FAKE,train
id40_id47_0000.mp4,FAKE,train
id19_id25_0004.mp4,FAKE,train
id37_id34_0006.mp4,FAKE,train
id35_id9_0000.mp4,FAKE,train
id53_id50_0007.mp4,FAKE,train
id5_id61_0004.mp4,FAKE,train
id33_id34_0007.mp4,FAKE,train
id55_id50_0001.mp4,FAKE,train
id6_id1_0001.mp4,FAKE,train
id58_id54_0002.mp4,FAKE,train
id9_id35_0005.mp4,FAKE,train
id7_id13_0006.mp4,FAKE,train
id24_id26_0006.mp4,FAKE,train
id7_id10_0001.mp4,FAKE,train
id3_id35_0009.mp4,FAKE,train
id23_id17_0004.mp4,FAKE,train
id38_id37_0007.mp4,FAKE,train
id59_id5_0006.mp4,FAKE,train
id55_id52_0005.mp4,FAKE,train
id54_id49_0007.mp4,FAKE,train
id1_id30_0005.mp4,FAKE,train
id48_id41_0009.mp4,FAKE,train
id48_id45_0005.mp4,FAKE,train
id32_id30_0006.mp4,FAKE,train
id17_id28_0000.mp4,FAKE,train
id54_id50_0004.mp4,FAKE,train
id39_id44_0003.mp4,FAKE,train
id30_id21_0005.mp4,FAKE,train
id49_id54_0005.mp4,FAKE,train
id1_id17_0002.mp4,FAKE,train
id27_id21_0008.mp4,FAKE,train
id54_id49_0000.mp4,FAKE,train
id39_id47_0005.mp4,FAKE,train
id50_id55_0002.mp4,FAKE,train
id46_id45_0005.mp4,FAKE,train
id7_id13_0000.mp4,FAKE,train
id25_id21_0007.mp4,FAKE,train
id23_id27_0002.mp4,FAKE,train
id8_id6_0007.mp4,FAKE,train
id13_id7_0002.mp4,FAKE,train
id16_id31_0003.mp4,FAKE,train
id49_id50_0007.mp4,FAKE,train
id22_id19_0005.mp4,FAKE,train
id28_id38_0003.mp4,FAKE,train
id2_id37_0007.mp4,FAKE,train
id31_id1_0002.mp4,FAKE,train
id54_id58_0001.mp4,FAKE,train
id9_id0_0007.mp4,FAKE,train
id59_id61_0000.mp4,FAKE,train
id50_id52_0009.mp4,FAKE,train
id47_id43_0002.mp4,FAKE,train
id24_id25_0005.mp4,FAKE,train
id58_id55_0005.mp4,FAKE,train
id50_id51_0005.mp4,FAKE,train
id22_id24_0002.mp4,FAKE,train
id59_id5_0005.mp4,FAKE,train
id27_id21_0004.mp4,FAKE,train
id47_id44_0007.mp4,FAKE,train
id57_id55_0000.mp4,FAKE,train
id2_id35_0005.mp4,FAKE,train
id47_id45_0001.mp4,FAKE,train
id57_id55_0007.mp4,FAKE,train
id40_id45_0003.mp4,FAKE,train
id34_id37_0002.mp4,FAKE,train
id22_id26_0003.mp4,FAKE,train
id32_id31_0006.mp4,FAKE,train
id37_id3_0004.mp4,FAKE,train
id24_id23_0006.mp4,FAKE,train
id10_id11_0005.mp4,FAKE,train
id11_id7_0009.mp4,FAKE,train
id46_id41_0009.mp4,FAKE,train
id12_id7_0005.mp4,FAKE,train
id60_id61_0008.mp4,FAKE,train
id1_id20_0009.mp4,FAKE,train
id33_id34_0001.mp4,FAKE,train
id21_id26_0009.mp4,FAKE,train
id2_id6_0002.mp4,FAKE,train
id6_id28_0004.mp4,FAKE,train
id17_id3_0005.mp4,FAKE,train
id60_id61_0000.mp4,FAKE,train
id26_id28_0005.mp4,FAKE,train
id33_id34_0002.mp4,FAKE,train
id25_id26_0000.mp4,FAKE,train
id45_id47_0008.mp4,FAKE,train
id34_id20_0003.mp4,FAKE,train
id57_id53_0003.mp4,FAKE,train
id8_id5_0008.mp4,FAKE,train
id7_id11_0000.mp4,FAKE,train
id1_id2_0001.mp4,FAKE,train
id47_id40_0004.mp4,FAKE,train
id4_id23_0006.mp4,FAKE,train
id27_id25_0001.mp4,FAKE,train
id0_id28_0002.mp4,FAKE,train
id30_id21_0008.mp4,FAKE,train
id56_id55_0009.mp4,FAKE,train
id39_id45_0004.mp4,FAKE,train
id3_id23_0007.mp4,FAKE,train
id43_id39_0005.mp4,FAKE,train
id51_id50_0002.mp4,FAKE,train
id45_id42_0005.mp4,FAKE,train
id16_id35_0008.mp4,FAKE,train
id38_id29_0000.mp4,FAKE,train
id44_id47_0000.mp4,FAKE,train
id44_id47_0001.mp4,FAKE,train
id4_id28_0009.mp4,FAKE,train
id39_id46_0006.mp4,FAKE,train
id13_id7_0001.mp4,FAKE,train
id39_id42_0002.mp4,FAKE,train
id35_id9_0006.mp4,FAKE,train
id6_id37_0009.mp4,FAKE,train
id10_id7_0004.mp4,FAKE,train
id13_id10_0012.mp4,FAKE,train
id41_id42_0007.mp4,FAKE,train
id7_id12_0002.mp4,FAKE,train
id37_id17_0001.mp4,FAKE,train
id34_id38_0009.mp4,FAKE,train
id55_id53_0007.mp4,FAKE,train
id4_id9_0003.mp4,FAKE,train
id13_id10_0011.mp4,FAKE,train
id23_id26_0009.mp4,FAKE,train
id50_id57_0006.mp4,FAKE,train
id5_id61_0003.mp4,FAKE,train
id46_id44_0000.mp4,FAKE,train
id51_id53_0006.mp4,FAKE,train
id16_id21_0002.mp4,FAKE,train
id29_id38_0004.mp4,FAKE,train
id54_id49_0004.mp4,FAKE,train
id57_id58_0000.mp4,FAKE,train
id51_id54_0004.mp4,FAKE,train
id1_id9_0007.mp4,FAKE,train
id43_id45_0002.mp4,FAKE,train
id58_id51_0004.mp4,FAKE,train
id49_id55_0005.mp4,FAKE,train
id32_id23_0006.mp4,FAKE,train
id50_id57_0004.mp4,FAKE,train
id47_id42_0008.mp4,FAKE,train
id53_id56_0003.mp4,FAKE,train
id46_id48_0003.mp4,FAKE,train
id53_id49_0008.mp4,FAKE,train
id54_id55_0005.mp4,FAKE,train
id61_id59_0006.mp4,FAKE,train
id9_id20_0004.mp4,FAKE,train
id19_id23_0007.mp4,FAKE,train
id58_id52_0004.mp4,FAKE,train
id30_id32_0004.mp4,FAKE,train
id37_id17_0003.mp4,FAKE,train
id8_id2_0008.mp4,FAKE,train
id49_id55_0002.mp4,FAKE,train
id10_id11_0007.mp4,FAKE,train
id43_id41_0005.mp4,FAKE,train
id35_id23_0003.mp4,FAKE,train
id17_id16_0004.mp4,FAKE,train
id42_id40_0001.mp4,FAKE,train
id34_id29_0005.mp4,FAKE,train
id46_id47_0003.mp4,FAKE,train
id42_id47_0003.mp4,FAKE,train
id27_id23_0004.mp4,FAKE,train
